Latitude,Longitude
31.156412,121.271469
31.180502,121.27459
31.175785,121.266586
31.146109,121.29303
31.135309,121.322258
31.149849,121.344917
31.144178,121.24157
31.146282,121.306099
31.122847,121.322304
31.149321,121.314056
31.104898,121.248489
31.192806,121.269302
31.163076,121.328033
31.14146,121.310318
31.116079,121.320236
31.152704,121.351509
31.147665,121.298485
31.129086,121.374641
31.122591,121.364388
31.159306,121.329597

